Users,Items
4072020-10-21,[129]
4072020-10-20,"[76, 151]"
4072020-10-27,[18]
4072020-10-26,"[76, 155, 173, 187]"
7472020-11-10,[76]
7472020-11-11,[138]
14632020-10-18,[188]
4072020-10-29,[18]
4072020-10-28,"[76, 146, 151, 164, 177]"
7472020-11-18,[76]
7472020-11-19,[124]
10532020-11-07,[18]
7842020-11-09,"[93, 134]"
9732020-09-01,"[154, 169]"
6212020-10-31,[128]
7842020-11-02,"[108, 136]"
7842020-11-06,[151]
7842020-11-07,[131]
15882020-11-29,[138]
16982020-09-09,[76]
1882020-11-18,[19]
3742020-10-26,"[146, 151]"
3742020-10-27,[76]
3742020-10-24,[142]
3742020-10-25,[142]
3742020-10-22,[192]
3742020-10-23,"[146, 151, 170]"
3742020-10-20,"[142, 193]"
3742020-10-21,[139]
9282020-09-06,[154]
8922020-11-22,[138]
10222020-10-30,[128]
12792020-10-25,[169]
4622020-11-14,[76]
3742020-10-28,[154]
3742020-10-29,[124]
7092020-09-17,[169]
3972020-11-28,"[146, 151]"
4622020-11-12,[130]
4622020-11-13,[15]
3422020-10-16,[141]
8922020-11-23,"[1, 151]"
4622020-11-11,"[154, 169]"
4322020-10-17,[169]
772020-09-14,[2]
772020-09-15,[2]
772020-09-16,"[2, 123]"
772020-09-17,[169]
772020-09-10,"[2, 123]"
772020-09-11,[123]
772020-09-12,"[2, 2, 123, 179]"
772020-09-13,"[2, 123]"
772020-09-18,"[2, 123, 182]"
772020-09-19,[123]
17122020-10-01,[139]
10252020-11-23,"[128, 154, 154]"
19732020-09-30,[134]
10252020-11-24,"[134, 134, 142, 154]"
462020-10-04,[179]
17392020-09-19,[128]
17392020-09-17,[26]
17392020-09-10,"[128, 134]"
17392020-09-12,[154]
17392020-09-13,[163]
2202020-11-23,"[128, 160]"
12382020-10-29,[76]
12382020-10-28,"[22, 154]"
18452020-09-30,"[107, 142]"
12382020-10-25,[156]
12382020-10-24,[12]
12382020-10-23,[129]
12382020-10-22,"[128, 154]"
12382020-10-21,"[107, 134]"
10652020-09-10,[76]
10152020-09-01,[76]
14162020-09-18,"[107, 128, 134, 155]"
14162020-09-19,[154]
14162020-09-16,"[21, 128, 154]"
3182020-10-02,[148]
14162020-09-14,[154]
14162020-09-12,[130]
9552020-09-09,[135]
14162020-09-11,"[26, 105, 128, 154]"
19032020-10-08,"[151, 164]"
9282020-09-02,[161]
9552020-09-08,[138]
19032020-10-01,[161]
19032020-10-02,[156]
3182020-10-01,[179]
19032020-10-04,[132]
19032020-10-05,[129]
3922020-10-27,[154]
10802020-10-20,[154]
17962020-10-26,[155]
1292020-09-15,[154]
3922020-10-25,[193]
12162020-09-09,[139]
9842020-09-18,[157]
922020-09-19,"[2, 76]"
922020-09-18,[74]
922020-09-17,[123]
922020-09-16,[123]
922020-09-15,[14]
922020-09-14,"[2, 123]"
922020-09-13,[179]
10652020-09-12,"[154, 154, 155, 155]"
922020-09-11,[2]
502020-09-24,[2]
502020-11-24,[195]
8922020-11-24,[178]
3182020-10-04,[174]
10682020-10-20,[142]
1602020-08-21,"[146, 151, 155]"
4522020-10-30,[156]
12812020-08-25,[159]
15052020-10-20,[14]
6562020-10-22,[130]
6562020-10-21,[19]
6562020-10-20,"[128, 142]"
6562020-10-27,[18]
2862020-11-08,[130]
6562020-10-25,[140]
6562020-10-24,"[15, 25, 168]"
2862020-11-05,[93]
2862020-11-04,"[128, 178]"
2862020-11-07,"[15, 20, 22]"
6562020-10-28,[100]
7872020-10-28,"[15, 100, 105]"
7872020-10-29,"[15, 154]"
7842020-08-28,[134]
2862020-11-02,[130]
9542020-08-27,[154]
1602020-08-26,[154]
17962020-10-25,[155]
6962020-09-25,"[128, 154]"
6962020-09-24,"[128, 154]"
6962020-09-27,"[128, 154]"
6962020-09-26,"[12, 151]"
6962020-09-21,"[12, 128]"
6962020-09-20,[46]
15452020-09-20,"[2, 130]"
6962020-09-22,[76]
4422020-11-11,[154]
6962020-09-29,[139]
6962020-09-28,[170]
15452020-09-28,"[107, 128, 128]"
1602020-08-27,[157]
7772020-09-08,[148]
15692020-08-20,[162]
11932020-08-25,"[155, 160]"
702020-11-29,[2]
702020-11-28,[2]
702020-11-27,[188]
702020-11-26,[2]
702020-11-25,"[107, 151, 177, 188]"
702020-11-24,[15]
11322020-11-25,[142]
702020-11-22,"[107, 123]"
702020-11-21,"[19, 123, 188]"
702020-11-20,[2]
1602020-08-24,[161]
5892020-11-29,"[15, 141]"
5892020-11-28,[128]
10652020-09-16,"[151, 169, 178]"
5892020-11-23,[107]
5892020-11-22,[21]
5892020-11-21,"[15, 20]"
5892020-11-20,"[12, 130]"
5892020-11-27,"[76, 138]"
5892020-11-26,[171]
5892020-11-25,[15]
5892020-11-24,"[76, 107]"
15272020-11-30,[76]
3892020-09-20,[19]
9422020-10-25,[169]
10652020-09-17,[135]
11532020-09-18,"[159, 182]"
11532020-09-19,"[76, 128]"
11532020-09-16,"[76, 169]"
11532020-09-17,[139]
11532020-09-14,[160]
11532020-09-12,"[148, 155]"
11532020-09-13,[138]
11532020-09-10,"[26, 76, 128, 154]"
11532020-09-11,[128]
2702020-11-19,"[151, 166]"
2702020-11-18,[76]
10022020-11-07,[154]
9422020-10-21,[193]
162020-10-07,"[186, 188]"
2702020-11-10,[130]
2702020-11-13,[15]
2702020-11-12,"[20, 169]"
2702020-11-15,[188]
322020-08-17,"[146, 148, 151]"
2702020-11-17,"[151, 178]"
2702020-11-16,[124]
2312020-10-30,"[135, 154]"
8572020-08-17,"[128, 140, 156]"
8572020-08-18,[12]
8572020-08-19,[154]
16142020-11-19,[146]
9812020-10-23,"[138, 154, 161]"
8492020-09-22,[169]
9202020-08-27,[155]
11882020-09-17,[159]
4692020-09-03,[152]
3602020-11-10,[173]
11412020-10-06,[138]
9752020-11-23,"[76, 107, 128, 141, 141, 151, 164]"
11882020-09-14,[169]
9752020-11-21,[12]
9752020-11-26,"[128, 130]"
9752020-11-27,"[18, 21]"
9752020-11-24,"[15, 18]"
7052020-08-26,"[128, 154, 156]"
13372020-10-19,"[22, 157]"
9752020-11-28,[154]
9752020-11-29,[93]
9182020-11-23,[128]
8602020-11-17,[138]
9042020-10-06,"[1, 2, 169]"
8602020-11-10,[142]
9282020-09-08,[141]
11412020-10-07,"[141, 154]"
8602020-11-11,"[142, 169]"
3242020-10-21,"[148, 148]"
6132020-09-08,"[128, 138, 154]"
1392020-11-16,"[169, 188]"
17522020-09-30,[142]
1392020-11-15,[170]
2582020-11-15,"[146, 151]"
6132020-09-06,[12]
1392020-11-14,"[2, 188]"
6132020-09-07,"[2, 155]"
3242020-10-25,[154]
9952020-11-07,"[93, 151, 164]"
1392020-11-12,[169]
222020-10-18,[188]
222020-10-19,"[2, 123]"
20382020-09-19,"[107, 134]"
11962020-09-10,"[22, 108, 128, 169, 176]"
1392020-11-11,[186]
4362020-09-20,"[128, 130]"
222020-10-10,[2]
15962020-10-20,[76]
222020-10-12,[107]
222020-10-13,[74]
222020-10-14,"[2, 160]"
222020-10-15,"[2, 123]"
222020-10-16,[123]
6132020-09-03,"[4, 74]"
15802020-11-28,[138]
15802020-11-29,"[142, 142]"
11962020-09-15,[108]
4492020-11-19,"[12, 124]"
4492020-11-18,[107]
4492020-11-17,"[151, 164, 169]"
4492020-11-16,[124]
4492020-11-15,"[142, 154]"
15962020-10-23,[50]
4492020-11-13,[138]
3022020-10-25,"[151, 164]"
15802020-11-24,[128]
15802020-11-25,[12]
14222020-09-26,[107]
12482020-09-18,[21]
14222020-09-25,"[76, 134, 139]"
14222020-09-23,[154]
19452020-10-08,[93]
14222020-09-21,[128]
12482020-09-11,"[108, 138]"
12482020-09-10,"[134, 154]"
19452020-10-04,[128]
19452020-10-05,[134]
12482020-09-15,"[15, 108, 128]"
14222020-09-28,"[128, 168]"
12482020-09-16,"[26, 128, 134]"
1612020-08-23,[154]
8062020-10-15,[187]
10702020-09-27,"[154, 178]"
11782020-09-02,[155]
7962020-10-08,"[128, 151, 164]"
7962020-10-09,[130]
4152020-11-18,[128]
4152020-11-19,[20]
4152020-11-14,[188]
7962020-10-01,[76]
7962020-10-02,[128]
7962020-10-03,"[15, 128, 182, 189]"
4152020-11-10,"[129, 134]"
4152020-11-11,"[142, 186]"
4152020-11-12,[20]
4152020-11-13,"[128, 135]"
14442020-11-30,"[12, 154]"
13592020-08-30,[171]
10532020-09-11,[178]
1922020-09-17,[25]
1922020-09-16,[2]
1922020-09-15,"[148, 156]"
1922020-09-13,[107]
1922020-09-12,[155]
1922020-09-11,"[18, 108]"
1922020-09-10,"[151, 164]"
12302020-10-26,[169]
10632020-10-11,[186]
1922020-09-19,[76]
1922020-09-18,[2]
972020-10-11,[188]
12382020-09-10,"[76, 128]"
2042020-10-23,[188]
12382020-09-11,[160]
16292020-11-30,"[134, 138]"
12382020-09-12,[148]
3012020-11-28,[133]
11922020-11-27,"[128, 138]"
11922020-11-26,"[107, 195]"
11922020-11-24,[130]
11922020-11-23,[12]
11922020-11-21,[134]
11922020-11-20,"[1, 130, 135]"
13692020-08-23,[170]
11922020-11-29,[154]
11922020-11-28,[50]
452020-11-16,[2]
452020-11-17,[2]
452020-11-14,[123]
452020-11-15,[2]
452020-11-12,"[123, 188]"
452020-11-13,"[2, 123]"
5292020-10-15,"[124, 187]"
452020-11-11,"[2, 168]"
17822020-11-30,[76]
5292020-10-19,[124]
5292020-10-18,"[146, 151]"
452020-11-18,"[2, 123]"
452020-11-19,"[2, 123]"
5522020-10-11,[12]
3272020-09-03,[76]
5522020-10-13,[154]
12722020-10-13,[26]
3272020-09-06,"[130, 132, 169]"
12722020-10-15,"[14, 155]"
12722020-10-16,"[128, 138]"
3272020-09-05,"[123, 169]"
5522020-10-19,"[135, 187]"
12722020-10-19,"[21, 76, 134, 142, 154]"
3272020-09-08,"[138, 155]"
3272020-09-09,"[151, 164]"
14822020-09-19,[12]
14822020-09-18,"[107, 128, 155, 156]"
3132020-09-10,[161]
17062020-10-01,[134]
7902020-11-23,[171]
7902020-11-22,[76]
7902020-11-21,"[15, 107, 128, 169]"
7902020-11-20,[151]
7902020-11-27,"[134, 154]"
7902020-11-26,"[134, 138]"
7902020-11-25,"[146, 151]"
7902020-11-24,[154]
1632020-10-24,"[25, 169]"
7902020-11-29,"[107, 128]"
7902020-11-28,[154]
13092020-08-30,[169]
17062020-10-06,[169]
3132020-09-11,"[128, 169]"
17062020-10-04,[141]
5912020-10-26,[193]
22020-09-01,"[76, 160]"
22020-09-02,[163]
22020-09-03,"[22, 93, 93, 123]"
10212020-10-09,[128]
22020-09-05,"[2, 107]"
22020-09-06,[2]
22020-09-07,[51]
22020-09-08,"[15, 123]"
22020-09-09,"[2, 20, 123]"
18042020-10-26,[1]
10212020-10-06,"[12, 74]"
18042020-10-20,"[76, 76]"
12312020-10-02,[188]
10212020-10-03,[74]
18042020-10-23,[169]
402020-10-29,[2]
1972020-11-16,"[141, 151, 164]"
1972020-11-15,"[48, 100]"
12312020-10-03,[160]
1972020-11-13,[131]
1972020-11-12,[21]
1972020-11-11,[76]
6182020-11-18,"[19, 128]"
6182020-11-17,[100]
6182020-11-16,[15]
402020-10-23,[76]
402020-10-22,[2]
6182020-11-13,"[12, 154]"
6182020-11-12,"[124, 130, 151, 164, 169]"
402020-10-27,[2]
1972020-11-18,[2]
9192020-10-01,[15]
7382020-11-14,"[134, 142]"
9192020-10-03,[100]
9192020-10-02,[74]
10742020-10-14,"[22, 128]"
10742020-10-15,"[12, 154]"
10742020-10-16,"[128, 139, 154]"
10742020-10-17,[25]
10742020-10-18,[138]
10742020-10-19,"[76, 187]"
7382020-11-16,[100]
8592020-11-21,[107]
15172020-09-19,[25]
3132020-09-13,[156]
12312020-10-09,"[154, 169]"
1022020-10-21,"[2, 123]"
10372020-09-25,[148]
3562020-11-10,[173]
1022020-10-20,[169]
5212020-11-26,[164]
1022020-10-27,"[2, 76]"
18782020-09-19,[12]
8592020-11-24,[151]
1802020-09-16,[179]
1802020-09-17,"[2, 14, 100, 160]"
1802020-09-14,[154]
1802020-09-15,"[76, 154, 180]"
1802020-09-12,[18]
1022020-10-25,[188]
1802020-09-10,[139]
3502020-10-30,"[48, 128]"
13352020-09-16,"[93, 134]"
7242020-09-09,"[134, 154, 157]"
8592020-11-26,[128]
7042020-09-16,[178]
12892020-09-12,[12]
1802020-09-18,"[2, 123, 123]"
1802020-09-19,"[76, 93, 169]"
12892020-09-13,"[154, 163, 169]"
552020-08-25,[148]
3962020-08-29,[161]
472020-08-23,"[26, 155]"
7952020-10-04,[146]
15172020-09-17,[128]
12892020-09-16,"[128, 134, 170, 180]"
2102020-11-28,[188]
17952020-09-19,[128]
2102020-11-26,[2]
20332020-09-19,[74]
2102020-11-24,[141]
2102020-11-25,[132]
2102020-11-22,"[21, 51, 160, 190]"
2102020-11-23,"[146, 151]"
17952020-09-10,"[18, 108, 155]"
2102020-11-21,"[2, 169]"
6772020-08-18,"[154, 161]"
3032020-10-07,[148]
13012020-10-19,"[134, 154, 154, 190]"
6772020-08-19,"[135, 140, 154]"
13012020-10-17,[22]
13012020-10-16,"[22, 74, 128]"
9772020-08-19,[161]
9772020-08-18,"[12, 128, 160]"
13012020-10-13,[128]
13012020-10-12,"[74, 146, 151]"
13012020-10-10,[12]
3312020-08-17,[128]
3312020-08-16,"[128, 156, 163]"
3312020-08-15,"[128, 154]"
8482020-09-16,[128]
4782020-10-29,"[18, 169]"
3312020-08-12,[107]
11932020-08-29,"[139, 170]"
4782020-10-25,"[134, 142]"
4782020-10-24,"[129, 146, 151]"
4782020-10-27,[130]
4782020-10-26,[151]
4782020-10-21,[26]
4782020-10-20,[135]
3312020-08-19,[154]
3312020-08-18,[129]
18692020-11-29,[134]
1862020-09-18,[123]
7312020-10-06,"[146, 151]"
1862020-09-14,"[76, 148, 151, 164]"
1862020-09-15,"[74, 128]"
1862020-09-16,"[2, 159]"
1862020-09-17,"[2, 179]"
18692020-11-24,"[76, 107]"
1862020-09-11,[146]
1862020-09-12,[14]
1862020-09-13,"[26, 169]"
18462020-11-29,[76]
8482020-09-15,[154]
18462020-11-24,"[128, 134]"
7032020-10-11,[142]
622020-08-29,"[15, 156]"
7032020-10-13,"[74, 134, 187]"
11312020-10-13,"[26, 154]"
11312020-10-14,"[129, 154]"
7032020-10-14,[141]
11312020-10-16,"[19, 107, 169]"
232020-10-09,[2]
232020-10-06,[123]
7032020-10-18,"[14, 142, 154]"
232020-10-04,[2]
232020-10-05,[123]
15852020-11-30,[76]
622020-08-25,"[124, 155]"
622020-08-26,[123]
622020-08-27,[123]
16102020-09-07,[158]
1762020-09-06,[148]
3572020-09-17,[164]
8482020-09-13,[155]
3022020-10-17,[154]
18182020-10-17,[139]
1762020-09-07,"[151, 155, 164]"
10702020-09-24,[169]
6952020-10-19,[14]
1722020-10-13,[2]
15462020-10-18,[193]
15462020-10-19,"[26, 134]"
17042020-10-09,[22]
17042020-10-08,"[108, 170]"
9202020-11-29,[128]
17042020-10-05,[142]
6952020-10-10,"[15, 21, 25, 169]"
6952020-10-13,"[15, 155]"
6952020-10-12,[124]
17042020-10-01,[134]
5262020-11-05,"[26, 26, 76]"
6952020-10-17,[107]
17042020-10-02,[128]
4822020-10-26,"[12, 154]"
4822020-10-27,[76]
4822020-10-24,"[146, 151]"
15332020-11-30,[138]
4822020-10-23,"[12, 151]"
4822020-10-20,[76]
4822020-10-21,"[22, 76]"
4822020-10-28,"[151, 164]"
4822020-10-29,"[154, 169]"
17332020-10-10,"[22, 134, 154]"
10062020-09-18,"[21, 130, 154]"
1722020-10-15,[155]
17332020-10-17,[169]
17332020-10-18,"[129, 154]"
8482020-09-11,[169]
10062020-09-13,[128]
10062020-09-12,[151]
10062020-09-15,[74]
10062020-09-14,[2]
10062020-09-17,[159]
10062020-09-16,[129]
8572020-09-25,"[128, 130]"
16922020-10-17,[156]
17012020-09-08,"[15, 128]"
12912020-10-19,"[21, 129]"
9202020-11-23,[135]
10102020-11-28,[128]
10102020-11-29,"[21, 107, 138, 138]"
9452020-11-07,"[134, 142, 154]"
8482020-09-10,[134]
9452020-11-09,[25]
10102020-11-25,"[142, 154]"
10102020-11-27,"[130, 131, 151, 164]"
10102020-11-20,[128]
10102020-11-21,[1]
10102020-11-23,"[138, 141]"
13122020-10-14,[156]
16922020-10-10,[154]
402020-11-29,[2]
7622020-08-29,[148]
9202020-11-27,[128]
3512020-10-30,[175]
6492020-11-08,[135]
502020-10-27,[22]
3272020-09-02,"[154, 161]"
17502020-11-16,[128]
10832020-09-05,[154]
13842020-10-19,[142]
13352020-09-18,"[151, 151, 154, 156, 164]"
17782020-10-01,[154]
12222020-10-19,"[134, 154, 154]"
12222020-10-16,"[128, 128, 154]"
12222020-10-15,[22]
15152020-11-16,"[129, 139]"
12222020-10-13,"[74, 128]"
12222020-10-12,"[134, 154]"
15152020-11-12,[129]
1772020-10-30,[2]
12912020-10-17,"[18, 142]"
9542020-08-29,"[151, 164]"
14472020-10-06,[142]
3192020-10-24,[164]
20742020-10-01,[12]
13582020-11-25,"[128, 154]"
16032020-11-16,[195]
10712020-10-29,"[25, 154]"
2712020-08-19,[159]
15212020-11-28,"[168, 185]"
10712020-10-20,[154]
10712020-10-21,"[76, 108, 154]"
10712020-10-22,"[22, 128]"
10712020-10-23,"[108, 128, 130]"
10712020-10-24,[141]
10712020-10-25,[19]
10712020-10-26,[76]
10712020-10-27,[22]
1762020-09-01,[161]
6662020-09-18,[177]
11882020-08-19,[159]
11882020-08-18,[12]
6522020-10-05,[169]
572020-11-01,[2]
572020-11-02,[2]
572020-11-04,"[2, 50]"
572020-11-05,[2]
572020-11-06,[123]
572020-11-07,[2]
572020-11-08,[105]
2192020-08-24,"[15, 134, 154]"
2192020-08-27,[124]
9442020-08-20,[130]
2192020-08-21,"[128, 128]"
2192020-08-20,"[154, 161]"
2192020-08-23,[157]
2192020-08-22,[163]
5222020-11-18,[193]
14602020-10-07,[170]
2612020-10-03,"[2, 187]"
2612020-10-02,[169]
2612020-10-01,[123]
8182020-11-09,"[124, 135]"
2612020-10-07,[108]
2612020-10-06,"[76, 142]"
2612020-10-05,[22]
2612020-10-04,[188]
8182020-11-02,[22]
2552020-11-04,[128]
2612020-10-09,[188]
2552020-11-06,[1]
2552020-11-01,"[108, 175]"
8182020-11-07,"[128, 154]"
2552020-11-02,[169]
5952020-10-12,[107]
2232020-09-15,"[2, 123]"
5952020-10-10,"[141, 142]"
2232020-09-17,"[107, 135]"
5952020-10-16,[74]
3072020-09-05,[74]
3072020-09-06,[12]
3072020-09-07,[26]
3072020-09-08,[154]
3072020-09-09,[50]
5952020-10-18,"[76, 132, 154, 154]"
5952020-10-19,"[76, 124, 130]"
2232020-09-18,[107]
2232020-09-19,[2]
8982020-08-24,[155]
8922020-10-20,"[142, 169]"
14212020-10-18,"[15, 142]"
14212020-10-19,[76]
16272020-10-09,[128]
16272020-10-08,[129]
5662020-11-12,"[124, 133]"
16272020-10-05,"[76, 130]"
16272020-10-04,"[146, 151, 169]"
16272020-10-07,[20]
14212020-10-11,[142]
14212020-10-16,"[18, 128]"
1432020-10-30,[2]
16272020-10-03,[140]
16272020-10-02,[134]
9902020-09-02,"[124, 154]"
1962020-08-19,"[151, 164]"
9902020-09-01,[12]
9902020-09-06,"[155, 178]"
9902020-09-07,[154]
9902020-09-04,"[128, 134]"
9902020-09-05,[148]
5662020-11-17,[169]
1962020-08-12,"[16, 128, 155]"
9902020-09-09,"[76, 135, 140]"
1962020-08-14,"[130, 130, 133]"
1962020-08-15,"[12, 148, 155]"
1962020-08-16,[128]
1962020-08-17,[163]
17632020-09-19,[133]
4772020-11-19,"[18, 107, 124]"
9442020-08-23,"[134, 154]"
19492020-09-20,"[15, 76]"
4772020-11-10,[142]
4772020-11-11,[76]
4772020-11-12,[129]
4772020-11-13,[142]
4772020-11-14,[139]
4772020-11-15,[193]
19492020-09-28,"[22, 105, 107]"
19492020-09-29,[128]
1742020-09-19,"[2, 76]"
1742020-09-18,[123]
14542020-10-10,"[159, 187]"
4912020-08-17,"[151, 155, 164]"
6972020-11-11,[138]
1742020-09-13,[155]
1742020-09-12,[179]
1742020-09-11,[76]
1742020-09-10,"[2, 157, 176]"
1742020-09-17,"[2, 74]"
6972020-11-12,[130]
1742020-09-15,[76]
1742020-09-14,"[76, 148]"
5282020-10-30,[12]
8332020-10-03,[155]
17532020-11-29,[108]
9592020-10-04,"[138, 142]"
17532020-11-24,[128]
17532020-11-25,"[134, 170]"
1232020-08-17,[136]
14412020-10-21,[142]
3142020-09-15,"[45, 50]"
6972020-11-15,"[15, 76, 187]"
17732020-10-20,[128]
17732020-10-23,"[20, 134, 169]"
2822020-10-30,"[18, 130, 154]"
15252020-09-28,[25]
12842020-11-30,"[15, 22, 128]"
1232020-08-19,"[146, 151]"
15252020-09-25,"[12, 22, 76, 151, 164, 182]"
15252020-09-27,[155]
15252020-09-20,"[151, 164]"
15252020-09-22,[129]
15252020-09-23,"[135, 154]"
4312020-09-17,[173]
3142020-09-11,"[148, 151, 163]"
6112020-08-20,[134]
14412020-10-20,[154]
3142020-09-10,[22]
2272020-10-16,[169]
9632020-10-09,[169]
8332020-10-05,[138]
962020-09-19,"[107, 169]"
962020-09-18,[2]
14102020-11-18,"[139, 169]"
11472020-10-19,[141]
2262020-09-08,[163]
14102020-11-15,[128]
962020-09-12,"[2, 123, 123]"
962020-09-11,[108]
962020-09-10,"[2, 152]"
962020-09-17,"[2, 179]"
11472020-10-12,[135]
962020-09-15,"[141, 178]"
14102020-11-12,[128]
4432020-09-04,"[151, 169]"
3022020-11-01,"[146, 151]"
3022020-11-02,"[22, 194]"
452020-08-13,"[12, 12, 139, 139]"
3022020-11-04,"[146, 151]"
452020-08-15,[16]
3022020-11-06,"[131, 154]"
1412020-10-10,"[2, 169]"
3022020-11-08,[130]
3022020-11-09,[164]
2562020-09-04,[154]
9442020-08-27,[154]
12772020-09-27,[12]
1412020-10-12,"[157, 188]"
9682020-11-19,[134]
9682020-11-18,[131]
6662020-09-10,[156]
15872020-09-30,"[22, 134]"
17362020-10-20,"[134, 157]"
9682020-11-14,[134]
9682020-11-17,[25]
17362020-10-23,[134]
17362020-10-24,[128]
9682020-11-10,"[76, 134, 188]"
9682020-11-13,[134]
9682020-11-12,[128]
3692020-11-16,[154]
3692020-11-17,"[141, 146]"
3692020-11-14,[142]
3692020-11-15,"[146, 151]"
3692020-11-12,[132]
3692020-11-13,"[146, 151]"
3692020-11-10,"[1, 130, 134, 142]"
3692020-11-11,[154]
20702020-10-02,"[107, 128]"
15952020-10-10,"[22, 155, 187]"
20702020-10-01,[26]
9282020-11-18,[76]
15952020-10-17,"[18, 128, 169]"
20702020-10-04,[12]
3692020-11-19,"[25, 93, 107]"
13302020-09-19,[177]
15472020-10-09,"[100, 156]"
6942020-10-09,"[146, 151, 155]"
6942020-10-08,[128]
6942020-10-07,[154]
15472020-10-05,[50]
6942020-10-05,[154]
13302020-09-16,"[105, 128, 154]"
13302020-09-11,"[134, 146, 151]"
6942020-10-02,"[2, 154]"
15472020-10-02,"[76, 128]"
15472020-10-03,"[20, 26, 169, 175]"
5452020-10-20,[138]
5452020-10-21,[76]
5452020-10-22,[154]
5452020-10-23,"[94, 161]"
5452020-10-24,[141]
5452020-10-25,[166]
5452020-10-26,"[2, 124]"
7242020-11-16,"[107, 124]"
13552020-11-26,"[76, 130]"
13552020-11-27,"[25, 128]"
13552020-11-25,"[128, 134, 154]"
13552020-11-22,"[134, 170]"
13552020-11-23,"[15, 107]"
13552020-11-20,[130]
13552020-11-21,"[76, 135]"
19992020-10-01,[169]
14412020-10-24,[154]
19992020-10-02,"[14, 168]"
19992020-10-05,[93]
19992020-10-04,[160]
8712020-08-19,[161]
8422020-09-12,"[148, 154, 156]"
19992020-10-08,"[151, 164]"
10752020-11-18,[128]
2282020-08-25,"[124, 154]"
2282020-08-24,"[128, 133]"
15092020-11-25,[107]
15092020-11-24,[76]
2282020-08-21,"[128, 169]"
2282020-08-20,"[12, 123, 128, 154]"
15092020-11-21,"[15, 93]"
2282020-08-22,"[2, 74]"
11202020-11-17,[169]
7442020-10-18,[193]
7442020-10-19,[124]
2282020-08-29,[154]
2282020-08-28,[164]
15092020-11-29,[142]
15092020-11-28,[138]
5242020-10-05,[76]
5242020-10-04,[154]
362020-11-13,[2]
5242020-10-06,"[129, 154]"
5242020-10-01,"[151, 164]"
5242020-10-03,[130]
5242020-10-02,[76]
16402020-10-18,[154]
10752020-11-19,[128]
5242020-10-08,"[128, 130, 154]"
4782020-09-26,"[148, 151]"
14572020-09-28,[134]
11202020-11-16,[169]
14572020-09-29,[161]
6442020-11-18,[128]
6442020-11-19,"[169, 195]"
15352020-11-19,[93]
13812020-10-04,[138]
21842020-10-02,[12]
4042020-09-09,[154]
6442020-11-10,[130]
6442020-11-11,[134]
4042020-09-06,[12]
4042020-09-07,[148]
15352020-11-17,"[93, 193]"
6442020-11-15,"[146, 151]"
6442020-11-16,"[12, 135]"
4042020-09-03,"[76, 152]"
8612020-11-28,[128]
4062020-08-13,[128]
4062020-08-16,"[12, 134]"
16562020-11-29,[22]
4062020-08-15,"[128, 156]"
8612020-11-20,"[15, 20, 76]"
8612020-11-21,[15]
4062020-08-18,"[51, 107, 128, 154]"
8612020-11-23,[128]
8612020-11-24,[129]
8612020-11-25,[139]
8612020-11-26,[138]
6982020-10-31,[128]
16362020-10-21,[141]
16362020-10-20,[76]
16362020-10-23,"[14, 134]"
16362020-10-22,[76]
16362020-10-25,"[107, 154, 161]"
16362020-10-24,"[22, 26, 169]"
7512020-08-29,[169]
14462020-09-25,"[135, 175]"
2232020-09-16,[171]
14462020-09-27,"[148, 154]"
14462020-09-20,[93]
6622020-09-10,"[154, 155]"
14462020-09-23,[154]
5462020-11-15,"[146, 151]"
5462020-11-14,[178]
5462020-11-17,[2]
2262020-09-05,"[151, 164]"
5462020-11-11,[142]
5462020-11-10,[175]
5462020-11-13,[142]
5462020-11-12,[169]
5462020-11-19,[154]
5462020-11-18,[154]
3882020-09-21,[154]
3882020-09-20,"[128, 155]"
3882020-09-23,"[25, 76]"
3882020-09-22,[151]
3882020-09-25,[135]
3882020-09-24,"[76, 128]"
3882020-09-27,[154]
3882020-09-26,[142]
3882020-09-29,[140]
2412020-11-06,[146]
832020-09-08,"[2, 107, 107]"
8952020-09-07,[169]
7272020-11-01,"[140, 156, 178]"
2322020-08-12,"[155, 157]"
3472020-11-09,[169]
3472020-11-08,"[146, 151]"
9292020-09-26,[154]
3062020-08-15,[155]
2232020-09-10,"[151, 164]"
17002020-11-29,"[142, 185]"
3472020-11-01,[155]
3472020-11-02,[141]
3472020-11-05,"[107, 154]"
19572020-10-04,[177]
3472020-11-07,"[151, 177]"
7032020-08-18,"[12, 154, 167]"
5782020-10-24,"[76, 142]"
5782020-10-25,"[135, 142, 193]"
5782020-10-26,"[124, 169]"
5782020-10-27,"[26, 142]"
5782020-10-20,[128]
5782020-10-21,[134]
5782020-10-22,[76]
8502020-08-18,[140]
8502020-08-17,[134]
9452020-09-12,"[15, 105, 128, 154, 169]"
5782020-10-28,"[146, 151, 164, 169]"
5782020-10-29,[128]
16032020-10-28,[156]
8942020-09-15,[176]
18322020-09-29,"[12, 128]"
14902020-10-18,[134]
14902020-10-19,"[22, 161]"
